vendor_code,name,description,brand,series,color,package_type,package_qty,minibox_qty,purpose,for_entry_doors,for_interior_doors,mounting_type,backset,center_distance,bolt_type,bolt_count,bolt_throw,bolt_diameter,mechanism_type,key_type,key_count,cylinder_included,cylinder_size,cylinder_material,lock_cylinder_hole,square_hole_size,plate_width,plate_height,plate_thickness,body_width,body_height,body_depth
00002882,Замок врезной Apecs 2200/60-G,"Описание серии Замки Apecs серии 22 -  универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 85 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
В замках серии 22 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,2200/60,G,box,28,,general,yes,yes,faceplate,45.0,85.0,cylindrical,3,20.0,12.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00016651,Замок врезной Apecs 7000-30-R-NI,"Описание серии Врезные замки для дверей из ПВХ профиля. 
Ассортимент представлен моделями с роликовым фиксатором (индекс ""R"")  и моделями под ручку с фалевой защелкой. 
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Замки не комплектуются ответной планкой.  
Удаление ключевого отверстия (Backset): 25, 30, 35, 40 и 45 мм. 
В корпусах с Backset 35, 40, 45 мм имеются отверстия для крепления раздельных ручек стяжными винтами, посадочный размер 38 мм. 
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- механизм секретности  2 класса согласно ГОСТ и выше; 
- 00016666 ручки на планке Apecs HP-92.7005-W; 
- 00016992 ручки дверные Apecs H-0931-W; 
- 00016822 накладки цилиндровые Apecs DP-C-09-W; 
- 00017881 ручки дверные Apecs H-0903-INOX 
- 00017882 накладки цилиндровые Apecs DP-C-09-INOX; 
- 00027547 ответная планка Apecs BP-7000-ZN.",Apecs,7000,NI,pack,30,,PVC profile doors,yes,yes,faceplate,30.0,0.0,classic/rectangular,,20.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00003302,Замок врезной Apecs 1526/60-G,"Описание серии Замки Apecs серии 15 - универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 70 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,1526/60,G,box,12,,general,yes,yes,faceplate,45.0,70.0,cylindrical,3,20.0,12.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00025708,Замок врезной Apecs 7300-30-NIS,"Описание серии Врезные замки для дверей из алюминиевого профиля. 
Ассортимент представлен моделями с роликовым фиксатором (индекс ""R"")  и моделями под ручку с фалевой защелкой. Универсальная фалевая защелка. Роликовый фиксатор регулируется по вылету от 0 до 8 мм. 
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Замки с фалевой защелкой комплектуются ответной планкой. 
Замки с роликовым фиксатором комплектуются ответной планкой и декоративными накладками на цилиндр. 
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- механизм секретности  2 класса согласно ГОСТ и выше; 
-  00017881 ручки дверные Apecs H-0903-INOX; 
- 00017882 накладки цилиндровые Apecs DP-C-09-INOX; 
- 00027547 ответная планка Apecs BP-7000-ZN.",Apecs,7300,NI,pack,30,,aluminum profile doors,yes,yes,faceplate,30.0,85.0,classic/rectangular,,15.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00017210,Замок врезной Avers 0827/60-G,"Описание серии Врезные замки Avers серии 08 с ручками на планке и цилиндровым механизмом уменьшенного профиля 29,5 мм для легких деревянных дверей малой проходимости, с межосевым расстоянием 50 мм.  
Материал ручек на планке и цилиндрового механизма: алюминий. 
Рекомендуемая толщина двери: не более 36 мм. 
При необходимости замены цилиндра, рекомендуем приобрести цилиндровый механизм Avers серии LL.",Avers,0827/60,G,box,24,,general,no,yes,faceplate,40.0,50.0,classic/rectangular,,16.0,0.0,cylindrical,flat key,5,included,30/30,aluminum,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00006571,Замок врезной Apecs 91/60-G,"Описание серии Врезные замки без ручек под евроцилиндр для межкомнатных деревянных дверей, технических дверей, дверей подсобных помещений. 
Замки имеют сертификат соответствия 2 классу по ГОСТ 5089-2011. 
Ответная планка: в комплекте. 
Рекомендуемая толщина двери: 35-50 мм.",Apecs,91/60,G,box,28,,general,yes,yes,faceplate,50.0,0.0,cylindrical,3,30.0,14.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00016949,Замок врезной Apecs 2223/60-AC,"Описание серии Замки Apecs серии 22 -  универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 85 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
В замках серии 22 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,2223/60,AC,box,10,,general,yes,yes,faceplate,45.0,85.0,cylindrical,3,20.0,12.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00017214,Замок врезной Avers 0827/60-C-G,"Описание серии Врезные замки Avers серии 08 с ручками на планке и цилиндровым механизмом уменьшенного профиля 29,5 мм для легких деревянных дверей малой проходимости, с межосевым расстоянием 50 мм.  
Материал ручек на планке и цилиндрового механизма: алюминий. 
Рекомендуемая толщина двери: не более 36 мм. 
При необходимости замены цилиндра, рекомендуем приобрести цилиндровый механизм Avers серии LL.",Avers,0827/60,G,box,24,,general,no,yes,faceplate,40.0,50.0,classic/rectangular,,16.0,0.0,cylindrical,flat key,5,included,30/30,aluminum,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00006324,Замок врезной Apecs 1000/60-CR,"Описание серии Замки Apecs серии 10 - универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 61,5 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
В замках 1023/60 и 1027/60 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,1000/60,CR,box,28,,general,yes,yes,faceplate,40.0,61.5,cylindrical,3,18.0,12.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00028077,Замок врезной Avers 1523/60-AB,"Описание серии Замки Avers серии 15 - универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 70 мм.  
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Avers,1523/60,AB,box,20,,general,yes,yes,faceplate,45.0,70.0,cylindrical,3,20.0,12.0,cylindrical,flat key,5,included,30/30,ZAMAK,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00015805,Замок врезной Apecs 1323/60-G,"Описание серии Замки Apecs серии 13 - универсальные врезные замки под ручку и евроцилиндр для деревянных и  металлических входных дверей с межосевым расстоянием 80 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,1323/60,G,box,16,,general,yes,yes,faceplate,40.0,80.0,classic/rectangular,,20.0,0.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00033560,Замок врезной Apecs 1823-NIS,"Описание серии Замки Apecs серии 18 - универсальные врезные замки под ручку и евроцилиндр для деревянных и лёгких металлических входных дверей с межосевым расстоянием 72 мм. По посадочным размерам замки 18 серии подходят для замены замка ЗАЗ ЗВ 4-6 «Мотор Сич» (г. Запорожье) и его аналогов. 
Рекомендуемая толщина двери: 50-70 мм. 
Рекомендации по использованию с другими товарами: 
- механизм секретности.",Apecs,1823,NI,box,12,,general,yes,yes,faceplate,55.0,72.0,classic/rectangular,,20.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00016818,Замок врезной Apecs 1027/60-G/GM,"Описание серии Замки Apecs серии 10 - универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 61,5 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
В замках 1023/60 и 1027/60 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,1027/60,G,box,20,,general,yes,yes,faceplate,40.0,61.5,cylindrical,3,18.0,12.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00015576,Замок врезной Apecs 1023/60-CR,"Описание серии Замки Apecs серии 10 - универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 61,5 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
В замках 1023/60 и 1027/60 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,1023/60,CR,box,20,,general,yes,yes,faceplate,40.0,61.5,cylindrical,3,18.0,12.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00020136,"Замок врезной сувальдный Avers R34/S6-CR (5 keys, shank 50mm)","Описание серии Врезные сувальдные замки для деревянных и легких металлических дверей, технических дверей, дверей подсобных помещений. Ответная планка и декоративные накладки на сувальдный ключ: в комплекте.",Avers,34/,CR,pack,30,,general,yes,no,faceplate,78.5,0.0,cylindrical,3,22.0,14.0,sdeadbolt with double bit,,5,,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00017399,Замок врезной Apecs 1527/60-AB,"Описание серии Замки Apecs серии 15 - универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 70 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,1527/60,AB,box,20,,general,yes,yes,faceplate,45.0,70.0,cylindrical,3,20.0,12.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00033809,"Замок врезной сувальдный Avers T-47/S6-CR (w/o BP, w/o DP, 4 keys, shank 75mm)","Описание серии Замки врезные  для входных металлических дверей. 
Замки T-0523-C-L/R - замки врезные для входных металлических дверей, с ручками на планке и дополнительной задвижкой, без цилиндрового механизма. Рекомендуемая толщина двери: 40 - 60 мм. 
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- цилиндровый механизм. 
Замок T-42 - замок врезной для легких входных металлических дверей под ручку и евроцилиндр.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- цилиндровый механизм; 
- ручки на планке под евроцилиндр с межосевым расстоянием 85 мм; 
- ручки раздельные совместно с цилиндровыми накладками: 
- ручки раздельные совместно с броненакладками или защитными накладками на цилиндровый механизм. 
Замок  T-47/S6-CR - замок врезной под сувальдный ключ.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- накладки сувальдные. 
Замок T-32 - замок врезной для входных металлических дверей под ручку и евроцилиндр.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- цилиндровый механизм; 
- ручки на планке под евроцилиндр с межосевым расстоянием 85 мм; 
- ручки раздельные совместно с цилиндровыми накладками: 
- ручки раздельные совместно с броненакладками или защитными накладками на цилиндровый механизм. 
Замок  T-37/S6-CR - замок врезной под сувальдный ключ.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- накладки сувальдные.",Avers,47/,CR,box,30,,general,yes,no,faceplate,60.0,0.0,cylindrical,3,26.0,14.0,sdeadbolt with double bit,,4,,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00006365,Замок врезной Apecs 30-R-CR,"Описание серии Врезные замки без ручек под евроцилиндр для межкомнатных деревянных дверей, технических дверей, дверей подсобных помещений. 
Замки имеют сертификат соответствия 2 классу по ГОСТ 5089-2011. 
Ответная планка: в комплекте. 
Рекомендуемая толщина двери: 35-50 мм.",Apecs,30,CR,box,28,,general,no,yes,faceplate,50.0,0.0,classic/rectangular,,20.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00000076,Замок врезной Apecs 2200/70-G,"Описание серии Замки Apecs серии 22 -  универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 85 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
В замках серии 22 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,2200/70,G,box,28,,general,yes,yes,faceplate,45.0,85.0,cylindrical,3,20.0,12.0,cylindrical,flat key,5,included,35/35,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00017396,Замок врезной Apecs 1523/60-AB,"Описание серии Замки Apecs серии 15 - универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 70 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,1523/60,AB,box,20,,general,yes,yes,faceplate,45.0,70.0,cylindrical,3,20.0,12.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00017282,Замок врезной Apecs T-0523-C-AB-L,"Описание серии Надёжные сувальдные и цилиндровые замки Apecs серий T-52, T-52/S8, T-05, T-05-C и T-0523-C для металлических входных дверей. 
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Рекомендуемая толщина двери для замков, укомплектованных ручками на планке T-0523-C: 40 - 60 мм. 
В замках T-05, T-05-C, T-52, T-52/S8 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- для T-05, T-05-C, T-52 и T-0523-C: механизм секретности  3 класса согласно ГОСТ и выше; 
- для T-52, T-05: ручки на планке под  евроцилиндр с межосевым расстоянием 85 мм или ручки дверные раздельные совместно с накладками на цилиндр DP-C; 
- для T-05-C - поворотник для задвижки с квадратом сечения 6 мм, ручки дверные раздельные совместно с накладками на цилиндр DP-C; 
- для T-52/S8 - ручки на планке под сувальдный ключ co шторкой  с межосевым расстоянием 85 мм - HP-85.0423-S или ручки дверные раздельные совместно с накладками сувальдными со шторкой и без шторки.",Apecs,0523,AB,box,10,,general,yes,no,faceplate,60.0,80.0,cylindrical,3,24.0,18.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00016644,Замок врезной Apecs 7000-30-NI,"Описание серии Врезные замки для дверей из ПВХ профиля. 
Ассортимент представлен моделями с роликовым фиксатором (индекс ""R"")  и моделями под ручку с фалевой защелкой. 
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Замки не комплектуются ответной планкой.  
Удаление ключевого отверстия (Backset): 25, 30, 35, 40 и 45 мм. 
В корпусах с Backset 35, 40, 45 мм имеются отверстия для крепления раздельных ручек стяжными винтами, посадочный размер 38 мм. 
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- механизм секретности  2 класса согласно ГОСТ и выше; 
- 00016666 ручки на планке Apecs HP-92.7005-W; 
- 00016992 ручки дверные Apecs H-0931-W; 
- 00016822 накладки цилиндровые Apecs DP-C-09-W; 
- 00017881 ручки дверные Apecs H-0903-INOX 
- 00017882 накладки цилиндровые Apecs DP-C-09-INOX; 
- 00027547 ответная планка Apecs BP-7000-ZN.",Apecs,7000,NI,pack,30,,PVC profile doors,yes,yes,faceplate,30.0,92.0,classic/rectangular,,20.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00033810,"Замок врезной сувальдный Avers T-52/S8-CR (w/o BP, w/o DP, 4 keys, shank 75mm)","Описание серии Замки врезные  для входных металлических дверей. 
Замки T-0523-C-L/R - замки врезные для входных металлических дверей, с ручками на планке и дополнительной задвижкой, без цилиндрового механизма. Рекомендуемая толщина двери: 40 - 60 мм. 
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- цилиндровый механизм. 
Замок T-42 - замок врезной для легких входных металлических дверей под ручку и евроцилиндр.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- цилиндровый механизм; 
- ручки на планке под евроцилиндр с межосевым расстоянием 85 мм; 
- ручки раздельные совместно с цилиндровыми накладками: 
- ручки раздельные совместно с броненакладками или защитными накладками на цилиндровый механизм. 
Замок  T-47/S6-CR - замок врезной под сувальдный ключ.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- накладки сувальдные. 
Замок T-32 - замок врезной для входных металлических дверей под ручку и евроцилиндр.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- цилиндровый механизм; 
- ручки на планке под евроцилиндр с межосевым расстоянием 85 мм; 
- ручки раздельные совместно с цилиндровыми накладками: 
- ручки раздельные совместно с броненакладками или защитными накладками на цилиндровый механизм. 
Замок  T-37/S6-CR - замок врезной под сувальдный ключ.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- накладки сувальдные.",Avers,52/,CR,box,10,,general,yes,no,faceplate,60.0,85.0,cylindrical,3,36.0,16.0,sdeadbolt with double bit,,4,,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00016653,Замок врезной Apecs 7000-40-R-NI,"Описание серии Врезные замки для дверей из ПВХ профиля. 
Ассортимент представлен моделями с роликовым фиксатором (индекс ""R"")  и моделями под ручку с фалевой защелкой. 
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Замки не комплектуются ответной планкой.  
Удаление ключевого отверстия (Backset): 25, 30, 35, 40 и 45 мм. 
В корпусах с Backset 35, 40, 45 мм имеются отверстия для крепления раздельных ручек стяжными винтами, посадочный размер 38 мм. 
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- механизм секретности  2 класса согласно ГОСТ и выше; 
- 00016666 ручки на планке Apecs HP-92.7005-W; 
- 00016992 ручки дверные Apecs H-0931-W; 
- 00016822 накладки цилиндровые Apecs DP-C-09-W; 
- 00017881 ручки дверные Apecs H-0903-INOX 
- 00017882 накладки цилиндровые Apecs DP-C-09-INOX; 
- 00027547 ответная планка Apecs BP-7000-ZN.",Apecs,7000,NI,pack,30,,Узкопрофильные двери,yes,yes,faceplate,40.0,0.0,classic/rectangular,,20.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00015579,Замок врезной Apecs 2223/60-G,"Описание серии Замки Apecs серии 22 -  универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 85 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
В замках серии 22 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,2223/60,G,box,10,,general,yes,yes,faceplate,45.0,85.0,cylindrical,3,20.0,12.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00028092,Замок врезной Avers 2226/70-AB,"Описание серии Замки Avers серии 22 -  универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 85 мм. В замках 22 серии присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы. 
Рекомендуемая толщина двери: 
- для замков 2210/60 - 35 - 40 мм; 
- для замков 2223/70 и 2226/70 - 35 - 50 мм. 
Рекомендуемый вес двери: до 50 кг.",Avers,2226/70,AB,box,10,,general,yes,yes,faceplate,45.0,85.0,cylindrical,3,20.0,12.0,cylindrical,flat key,5,included,35/35,ZAMAK,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00017209,Замок врезной Avers 0827/60-AC,"Описание серии Врезные замки Avers серии 08 с ручками на планке и цилиндровым механизмом уменьшенного профиля 29,5 мм для легких деревянных дверей малой проходимости, с межосевым расстоянием 50 мм.  
Материал ручек на планке и цилиндрового механизма: алюминий. 
Рекомендуемая толщина двери: не более 36 мм. 
При необходимости замены цилиндра, рекомендуем приобрести цилиндровый механизм Avers серии LL.",Avers,0827/60,AC,box,24,,general,no,yes,faceplate,40.0,50.0,classic/rectangular,,16.0,0.0,cylindrical,flat key,5,included,30/30,aluminum,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00011288,Замок врезной Apecs T-0523-C-G-L,"Описание серии Надёжные сувальдные и цилиндровые замки Apecs серий T-52, T-52/S8, T-05, T-05-C и T-0523-C для металлических входных дверей. 
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Рекомендуемая толщина двери для замков, укомплектованных ручками на планке T-0523-C: 40 - 60 мм. 
В замках T-05, T-05-C, T-52, T-52/S8 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- для T-05, T-05-C, T-52 и T-0523-C: механизм секретности  3 класса согласно ГОСТ и выше; 
- для T-52, T-05: ручки на планке под  евроцилиндр с межосевым расстоянием 85 мм или ручки дверные раздельные совместно с накладками на цилиндр DP-C; 
- для T-05-C - поворотник для задвижки с квадратом сечения 6 мм, ручки дверные раздельные совместно с накладками на цилиндр DP-C; 
- для T-52/S8 - ручки на планке под сувальдный ключ co шторкой  с межосевым расстоянием 85 мм - HP-85.0423-S или ручки дверные раздельные совместно с накладками сувальдными со шторкой и без шторки.",Apecs,0523,G,box,10,,general,yes,no,faceplate,60.0,80.0,cylindrical,3,24.0,18.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00011258,Замок врезной Apecs T-0523-C-CR-L,"Описание серии Надёжные сувальдные и цилиндровые замки Apecs серий T-52, T-52/S8, T-05, T-05-C и T-0523-C для металлических входных дверей. 
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Рекомендуемая толщина двери для замков, укомплектованных ручками на планке T-0523-C: 40 - 60 мм. 
В замках T-05, T-05-C, T-52, T-52/S8 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- для T-05, T-05-C, T-52 и T-0523-C: механизм секретности  3 класса согласно ГОСТ и выше; 
- для T-52, T-05: ручки на планке под  евроцилиндр с межосевым расстоянием 85 мм или ручки дверные раздельные совместно с накладками на цилиндр DP-C; 
- для T-05-C - поворотник для задвижки с квадратом сечения 6 мм, ручки дверные раздельные совместно с накладками на цилиндр DP-C; 
- для T-52/S8 - ручки на планке под сувальдный ключ co шторкой  с межосевым расстоянием 85 мм - HP-85.0423-S или ручки дверные раздельные совместно с накладками сувальдными со шторкой и без шторки.",Apecs,0523,CR,box,10,,general,yes,no,faceplate,60.0,80.0,cylindrical,3,24.0,18.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00017283,Замок врезной Apecs T-0523-C-AB-R,"Описание серии Надёжные сувальдные и цилиндровые замки Apecs серий T-52, T-52/S8, T-05, T-05-C и T-0523-C для металлических входных дверей. 
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Рекомендуемая толщина двери для замков, укомплектованных ручками на планке T-0523-C: 40 - 60 мм. 
В замках T-05, T-05-C, T-52, T-52/S8 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- для T-05, T-05-C, T-52 и T-0523-C: механизм секретности  3 класса согласно ГОСТ и выше; 
- для T-52, T-05: ручки на планке под  евроцилиндр с межосевым расстоянием 85 мм или ручки дверные раздельные совместно с накладками на цилиндр DP-C; 
- для T-05-C - поворотник для задвижки с квадратом сечения 6 мм, ручки дверные раздельные совместно с накладками на цилиндр DP-C; 
- для T-52/S8 - ручки на планке под сувальдный ключ co шторкой  с межосевым расстоянием 85 мм - HP-85.0423-S или ручки дверные раздельные совместно с накладками сувальдными со шторкой и без шторки.",Apecs,0523,AB,box,10,,general,yes,no,faceplate,60.0,80.0,cylindrical,3,24.0,18.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00016897,Замок врезной противопожарный Apecs 2000-Panic-ZN,"Описание серии Универсальные замки Apecs 2000-Panic под ручку и евроцилиндр  с межосевым расстоянием 72 мм предназначены для установки на двери эвакуационных  и аварийных выходов. 
 
Замки сертифицированы согласно российских ГОСТ  31471-2011  и ГОСТ  5089-2011.  
Составной квадрат в комплекте замка при его использовании позволяет открывать замок изнутри помещения простым нажатием на ручку, даже если замок закрыт (функция ""Антипаника""). 
Рекомендуемая толщина двери: от 40 мм. 
Рекомендации по использованию с другими товарами (приобретаются отдельно) 
Корпус 2000  
- ручки штанги Apecs 1300A-Panic и Apecs 1700A-Panic; 
- ручка на планке Avers HP-72.1303-BL-RE (для 1300A, 1700A, w/o spring) (B2B); 
- ручки на планке  HP-72.1303-INOX и HP-72.1703-INOX; 
- ответная планка Apecs BP-2000-ZN. 
Корпус 2001 
- ручки штанги Apecs 1300С-Panic 
-тяги врезные Apecs MB-2001-Panic-ZN (1500 mm) (B2B) 
 
Продукция требует профессиональной установки и рекомендована для производителей и установщиков дверей эвакуационных и аварийных выходов.",Apecs,2000,,pack,24,,fireproof,yes,,bolts,65.0,72.0,classic/rectangular,,25.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00007201,Замок врезной Apecs T-05-CR,"Описание серии Надёжные сувальдные и цилиндровые замки Apecs серий T-52, T-52/S8, T-05, T-05-C и T-0523-C для металлических входных дверей. 
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Рекомендуемая толщина двери для замков, укомплектованных ручками на планке T-0523-C: 40 - 60 мм. 
В замках T-05, T-05-C, T-52, T-52/S8 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- для T-05, T-05-C, T-52 и T-0523-C: механизм секретности  3 класса согласно ГОСТ и выше; 
- для T-52, T-05: ручки на планке под  евроцилиндр с межосевым расстоянием 85 мм или ручки дверные раздельные совместно с накладками на цилиндр DP-C; 
- для T-05-C - поворотник для задвижки с квадратом сечения 6 мм, ручки дверные раздельные совместно с накладками на цилиндр DP-C; 
- для T-52/S8 - ручки на планке под сувальдный ключ co шторкой  с межосевым расстоянием 85 мм - HP-85.0423-S или ручки дверные раздельные совместно с накладками сувальдными со шторкой и без шторки.",Apecs,05,CR,box,12,,general,yes,no,faceplate,60.0,85.0,cylindrical,4,24.0,18.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
